BACKTEST SUMMARY
Pair,R_50
Period,2026-02-03 23:00:00+00:00 to 2026-03-17 12:00:00+00:00
Total Signals,15
Win Rate,33.3%
Profit Factor,0.98
Total PnL (pips),-0.20

TRADES
Entry Time,Direction,Grade,Score,Entry,SL,TP1,TP2,Exit Time,Exit Price,Exit Reason,PnL (pips)
2026-02-16 09:00:00+00:00,BUY,B,9/12,118.35370,117.44652,120.16805,121.07523,2026-02-16 10:00:00+00:00,117.44652,SL,-0.91
2026-02-16 13:00:00+00:00,BUY,B,9/12,118.58560,117.68483,120.38714,121.28790,2026-02-16 16:00:00+00:00,117.68483,SL,-0.90
2026-02-18 15:00:00+00:00,BUY,B,9/12,119.78940,118.78478,121.79865,122.80327,2026-02-18 16:00:00+00:00,118.78478,SL,-1.00
2026-02-19 09:00:00+00:00,BUY,B,9/12,117.08020,116.13017,118.98026,119.93028,2026-02-19 12:00:00+00:00,118.98026,TP1,1.90
2026-02-21 18:00:00+00:00,SELL,B,9/12,111.82230,112.80064,109.86562,108.88728,2026-02-22 03:00:00+00:00,109.86562,TP1,1.96
2026-02-22 11:00:00+00:00,SELL,B,9/12,110.63720,111.49807,108.91545,108.05458,2026-02-22 19:00:00+00:00,108.91545,TP1,1.72
2026-02-23 22:00:00+00:00,SELL,B,9/12,108.41940,109.36326,106.53169,105.58783,2026-02-24 03:00:00+00:00,109.36326,SL,-0.94
2026-02-24 08:00:00+00:00,SELL,B,9/12,108.41280,109.28163,106.67514,105.80631,2026-02-24 10:00:00+00:00,109.28163,SL,-0.87
2026-02-24 12:00:00+00:00,SELL,B,9/12,108.68450,109.52596,107.00157,106.16011,2026-02-24 22:00:00+00:00,107.00157,TP1,1.68
2026-02-25 16:00:00+00:00,SELL,B,9/12,110.78740,111.64919,109.06381,108.20202,2026-02-25 17:00:00+00:00,111.64919,SL,-0.86
2026-03-02 06:00:00+00:00,SELL,B,9/12,109.49380,110.34747,107.78645,106.93278,2026-03-02 15:00:00+00:00,107.78645,TP1,1.71
2026-03-03 13:00:00+00:00,SELL,B,10/12,108.12740,109.03640,106.30941,105.40041,2026-03-03 14:00:00+00:00,109.03640,SL,-0.91
2026-03-09 09:00:00+00:00,BUY,B,10/12,111.38290,110.52795,113.09279,113.94774,2026-03-09 14:00:00+00:00,110.52795,SL,-0.85
2026-03-12 04:00:00+00:00,SELL,B,9/12,107.86880,108.78026,106.04588,105.13443,2026-03-12 14:00:00+00:00,108.78026,SL,-0.91
2026-03-15 03:00:00+00:00,SELL,B,9/12,103.04310,104.05030,101.02871,100.02151,2026-03-15 09:00:00+00:00,104.05030,SL,-1.01
