BACKTEST SUMMARY
Pair,R_100
Period,2025-09-30 00:00:00+00:00 to 2026-03-15 08:00:00+00:00
Total Signals,37
Win Rate,51.4%
Profit Factor,1.08
Total PnL (pips),54.37

TRADES
Entry Time,Direction,Grade,Entry,SL,TP1,TP2,Exit Time,Exit Price,Exit Reason,PnL (pips)
2026-01-19 00:00:00+00:00,BUY,A+,1078.33000,1027.60256,1129.05744,1162.87573,2026-01-19 20:00:00+00:00,1129.05744,TP1,50.73
2026-01-20 04:00:00+00:00,BUY,A+,1095.61000,1044.71181,1146.50819,1180.44031,2026-01-24 00:00:00+00:00,1146.50819,TP1,50.90
2026-01-25 20:00:00+00:00,BUY,A+,1108.16000,1052.23417,1164.08583,1201.36971,2026-01-26 04:00:00+00:00,1052.23417,SL,-55.93
2026-01-26 12:00:00+00:00,BUY,A+,1124.74000,1064.55360,1184.92640,1225.05067,2026-02-01 08:00:00+00:00,1064.55360,SL,-60.19
2026-02-04 20:00:00+00:00,BUY,A+,1126.01000,1071.02635,1180.99365,1217.64941,2026-02-05 08:00:00+00:00,1071.02635,SL,-54.98
2026-02-08 20:00:00+00:00,BUY,A+,1107.84000,1056.21171,1159.46829,1193.88715,2026-02-09 16:00:00+00:00,1056.21171,SL,-51.63
2026-02-10 00:00:00+00:00,BUY,A+,1078.69000,1029.30895,1128.07105,1160.99174,2026-02-10 12:00:00+00:00,1029.30895,SL,-49.38
2026-02-20 00:00:00+00:00,SELL,A+,908.00000,955.66564,860.33436,828.55726,2026-02-21 08:00:00+00:00,860.33436,TP1,47.67
2026-02-21 08:00:00+00:00,SELL,A+,880.54000,925.11591,835.96409,806.24681,2026-02-22 16:00:00+00:00,835.96409,TP1,44.58
2026-02-24 08:00:00+00:00,SELL,A+,843.19000,885.02904,801.35096,773.45826,2026-02-26 08:00:00+00:00,885.02904,SL,-41.84
2026-02-26 08:00:00+00:00,SELL,A+,866.25000,906.85570,825.64430,798.57384,2026-02-27 00:00:00+00:00,825.64430,TP1,40.61
2026-02-27 08:00:00+00:00,SELL,A+,843.99000,885.70641,802.27359,774.46265,2026-02-27 12:00:00+00:00,802.27359,TP1,41.72
2026-02-28 00:00:00+00:00,SELL,A+,825.01000,867.05147,782.96853,754.94088,2026-03-02 00:00:00+00:00,867.05147,SL,-42.04
2026-03-02 04:00:00+00:00,SELL,A+,852.14000,893.85239,810.42761,782.61934,2026-03-02 16:00:00+00:00,810.42761,TP1,41.71
2026-03-04 00:00:00+00:00,SELL,A+,799.63000,843.98697,755.27303,725.70171,2026-03-07 00:00:00+00:00,755.27303,TP1,44.36
2026-03-15 00:00:00+00:00,SELL,A+,616.23000,646.63870,585.82130,565.54883,2026-03-15 08:00:00+00:00,618.04000,OPEN,-1.81
