BACKTEST SUMMARY
Pair,R_10
Period,2026-02-03 00:00:00+00:00 to 2026-03-16 14:00:00+00:00
Total Signals,38
Win Rate,65.8%
Profit Factor,2.02
Total PnL (pips),174.99

TRADES
Entry Time,Direction,Grade,Score,Entry,SL,TP1,TP2,Exit Time,Exit Price,Exit Reason,PnL (pips)
2026-02-12 18:00:00+00:00,SELL,B,8/12,5287.44600,5300.15269,5274.73931,5266.26818,2026-02-13 07:00:00+00:00,5274.73931,TP1,12.71
2026-02-13 09:00:00+00:00,SELL,B,8/12,5263.68000,5275.90141,5251.45859,5243.31099,2026-02-13 22:00:00+00:00,5251.45859,TP1,12.22
2026-02-13 22:00:00+00:00,SELL,B,7/12,5244.42300,5258.58746,5230.25854,5220.81556,2026-02-14 02:00:00+00:00,5230.25854,TP1,14.16
2026-02-14 04:00:00+00:00,SELL,B,8/12,5230.66600,5244.08820,5217.24380,5208.29567,2026-02-14 09:00:00+00:00,5217.24380,TP1,13.42
2026-02-14 09:00:00+00:00,SELL,B,8/12,5219.68200,5232.96988,5206.39412,5197.53553,2026-02-14 13:00:00+00:00,5206.39412,TP1,13.29
2026-02-14 16:00:00+00:00,SELL,B,8/12,5211.21300,5223.88331,5198.54269,5190.09582,2026-02-14 22:00:00+00:00,5223.88331,SL,-12.67
2026-02-14 22:00:00+00:00,SELL,B,7/12,5226.47400,5240.40905,5212.53895,5203.24891,2026-02-15 05:00:00+00:00,5212.53895,TP1,13.94
2026-02-15 08:00:00+00:00,SELL,B,7/12,5203.71100,5218.10202,5189.31998,5179.72597,2026-02-15 12:00:00+00:00,5218.10202,SL,-14.39
2026-02-15 12:00:00+00:00,SELL,B,8/12,5214.12300,5228.36726,5199.87874,5190.38257,2026-02-15 15:00:00+00:00,5199.87874,TP1,14.24
2026-02-15 17:00:00+00:00,SELL,B,7/12,5212.13800,5226.79574,5197.48026,5187.70844,2026-02-15 21:00:00+00:00,5197.48026,TP1,14.66
2026-02-16 00:00:00+00:00,SELL,B,8/12,5201.80600,5215.61408,5187.99792,5178.79254,2026-02-16 06:00:00+00:00,5187.99792,TP1,13.81
2026-02-16 06:00:00+00:00,SELL,B,8/12,5191.12900,5203.98488,5178.27312,5169.70253,2026-02-16 09:00:00+00:00,5203.98488,SL,-12.86
2026-02-16 10:00:00+00:00,SELL,B,7/12,5197.45700,5210.32654,5184.58746,5176.00777,2026-02-16 12:00:00+00:00,5184.58746,TP1,12.87
2026-02-16 14:00:00+00:00,SELL,B,7/12,5181.17600,5193.45892,5168.89308,5160.70447,2026-02-16 18:00:00+00:00,5160.70447,TP2,20.47
2026-02-16 18:00:00+00:00,SELL,B,8/12,5160.21800,5173.47920,5146.95680,5138.11600,2026-02-16 20:00:00+00:00,5173.47920,SL,-13.26
2026-02-16 23:00:00+00:00,SELL,B,7/12,5164.10700,5178.37542,5149.83858,5140.32631,2026-02-17 12:00:00+00:00,5149.83858,TP1,14.27
2026-02-17 14:00:00+00:00,SELL,B,8/12,5147.98800,5162.93048,5133.04552,5123.08387,2026-02-17 17:00:00+00:00,5133.04552,TP1,14.94
2026-02-17 19:00:00+00:00,SELL,B,7/12,5131.01200,5145.49975,5116.52425,5106.86576,2026-02-18 08:00:00+00:00,5116.52425,TP1,14.49
2026-02-18 10:00:00+00:00,SELL,B,7/12,5120.79900,5135.45003,5106.14797,5096.38062,2026-02-18 20:00:00+00:00,5135.45003,SL,-14.65
2026-02-18 20:00:00+00:00,SELL,B,7/12,5149.44000,5164.51470,5134.36530,5124.31550,2026-02-19 18:00:00+00:00,5134.36530,TP1,15.07
2026-02-20 23:00:00+00:00,SELL,B,7/12,5111.42100,5122.84815,5099.99385,5092.37575,2026-02-21 00:00:00+00:00,5099.99385,TP1,11.43
2026-02-21 07:00:00+00:00,SELL,B,7/12,5085.99900,5098.16751,5073.83049,5065.71816,2026-02-21 16:00:00+00:00,5098.16751,SL,-12.17
2026-02-21 16:00:00+00:00,SELL,B,7/12,5101.30600,5113.16069,5089.45131,5081.54818,2026-02-21 18:00:00+00:00,5089.45131,TP1,11.85
2026-02-22 00:00:00+00:00,SELL,B,7/12,5072.35900,5084.52708,5060.19092,5052.07887,2026-02-22 03:00:00+00:00,5060.19092,TP1,12.17
2026-02-22 04:00:00+00:00,SELL,B,8/12,5046.80000,5059.09555,5034.50445,5026.30741,2026-02-22 07:00:00+00:00,5059.09555,SL,-12.30
2026-02-22 10:00:00+00:00,SELL,B,8/12,5053.47200,5066.26195,5040.68205,5032.15542,2026-02-22 18:00:00+00:00,5066.26195,SL,-12.79
2026-02-22 18:00:00+00:00,SELL,B,8/12,5068.34200,5081.63343,5055.05057,5046.18961,2026-02-23 03:00:00+00:00,5055.05057,TP1,13.29
2026-02-23 16:00:00+00:00,SELL,B,7/12,5081.30100,5094.04886,5068.55314,5060.05457,2026-02-23 19:00:00+00:00,5068.55314,TP1,12.75
2026-02-24 18:00:00+00:00,SELL,B,8/12,5041.87700,5053.29784,5030.45616,5022.84226,2026-02-25 03:00:00+00:00,5022.84226,TP2,19.03
2026-02-25 06:00:00+00:00,SELL,B,7/12,5043.44600,5057.37298,5029.51902,5020.23437,2026-02-25 11:00:00+00:00,5057.37298,SL,-13.93
2026-03-04 07:00:00+00:00,BUY,B,7/12,5032.51000,5020.67401,5044.34599,5052.23665,2026-03-04 10:00:00+00:00,5044.34599,TP1,11.84
2026-03-04 18:00:00+00:00,BUY,B,7/12,5052.85100,5040.44673,5065.25527,5073.52478,2026-03-04 21:00:00+00:00,5065.25527,TP1,12.40
2026-03-05 09:00:00+00:00,BUY,B,7/12,5093.44200,5080.72536,5106.15864,5114.63640,2026-03-05 14:00:00+00:00,5080.72536,SL,-12.72
2026-03-05 14:00:00+00:00,BUY,B,7/12,5080.18200,5066.92627,5093.43773,5102.27488,2026-03-05 18:00:00+00:00,5066.92627,SL,-13.26
2026-03-05 18:00:00+00:00,BUY,B,7/12,5064.34000,5051.33469,5077.34531,5086.01552,2026-03-05 21:00:00+00:00,5077.34531,TP1,13.01
2026-03-05 22:00:00+00:00,BUY,B,7/12,5076.58900,5063.70068,5089.47732,5098.06953,2026-03-06 14:00:00+00:00,5063.70068,SL,-12.89
2026-03-15 01:00:00+00:00,SELL,B,7/12,5095.40100,5109.42330,5081.37870,5072.03050,2026-03-15 11:00:00+00:00,5081.37870,TP1,14.02
2026-03-16 11:00:00+00:00,SELL,B,7/12,5108.76100,5122.25769,5095.26431,5086.26651,2026-03-16 13:00:00+00:00,5122.25769,SL,-13.50
