BACKTEST SUMMARY
Pair,1HZ10V
Period,2026-03-12 19:30:00+00:00 to 2026-03-16 06:40:00+00:00
Total Signals,30
Win Rate,30.0%
Profit Factor,0.46
Total PnL (pips),-76.19

TRADES
Entry Time,Direction,Grade,Score,Entry,SL,TP1,TP2,Exit Time,Exit Price,Exit Reason,PnL (pips)
2026-03-13 13:25:00+00:00,SELL,A,8/10,9607.04000,9613.96575,9600.11425,9595.49708,2026-03-13 13:45:00+00:00,9613.96575,SL,-6.93
2026-03-13 13:45:00+00:00,SELL,B,7/10,9614.72000,9622.02707,9607.41293,9602.54155,2026-03-13 14:05:00+00:00,9622.02707,SL,-7.31
2026-03-13 14:55:00+00:00,SELL,B,7/10,9609.83000,9617.15420,9602.50580,9597.62300,2026-03-13 15:25:00+00:00,9617.15420,SL,-7.32
2026-03-13 16:15:00+00:00,SELL,B,7/10,9603.05000,9610.04582,9596.05418,9591.39030,2026-03-13 16:25:00+00:00,9596.05418,TP1,7.00
2026-03-13 16:35:00+00:00,SELL,B,7/10,9602.98000,9610.17183,9595.78817,9590.99362,2026-03-13 16:55:00+00:00,9610.17183,SL,-7.19
2026-03-13 22:55:00+00:00,BUY,B,7/10,9647.55000,9640.84209,9654.25791,9658.72985,2026-03-13 23:30:00+00:00,9640.84209,SL,-6.71
2026-03-13 23:30:00+00:00,BUY,A,8/10,9642.05000,9635.54896,9648.55104,9652.88507,2026-03-13 23:55:00+00:00,9648.55104,TP1,6.50
2026-03-13 23:55:00+00:00,BUY,B,7/10,9650.10000,9643.37161,9656.82839,9661.31399,2026-03-14 00:05:00+00:00,9643.37161,SL,-6.73
2026-03-14 00:15:00+00:00,BUY,A,8/10,9647.81000,9641.02375,9654.59625,9659.12041,2026-03-14 00:30:00+00:00,9641.02375,SL,-6.79
2026-03-14 01:35:00+00:00,BUY,B,7/10,9632.25000,9624.90470,9639.59530,9644.49217,2026-03-14 02:20:00+00:00,9639.59530,TP1,7.35
2026-03-14 05:00:00+00:00,SELL,B,7/10,9611.01000,9617.45614,9604.56386,9600.26643,2026-03-14 05:15:00+00:00,9617.45614,SL,-6.45
2026-03-14 05:20:00+00:00,SELL,A,8/10,9613.78000,9620.24971,9607.31029,9602.99714,2026-03-14 05:45:00+00:00,9620.24971,SL,-6.47
2026-03-14 05:50:00+00:00,SELL,A,8/10,9620.03000,9627.18527,9612.87473,9608.10455,2026-03-14 06:10:00+00:00,9612.87473,TP1,7.16
2026-03-14 15:55:00+00:00,BUY,B,7/10,9644.61000,9638.66006,9650.55994,9654.52657,2026-03-14 16:30:00+00:00,9638.66006,SL,-5.95
2026-03-14 16:30:00+00:00,BUY,A,8/10,9637.15000,9631.08263,9643.21737,9647.26228,2026-03-14 16:45:00+00:00,9631.08263,SL,-6.07
2026-03-14 16:50:00+00:00,BUY,B,7/10,9631.04000,9624.75549,9637.32451,9641.51419,2026-03-14 17:00:00+00:00,9624.75549,SL,-6.28
2026-03-14 17:20:00+00:00,BUY,B,7/10,9627.27000,9620.30291,9634.23709,9638.88182,2026-03-14 17:30:00+00:00,9620.30291,SL,-6.97
2026-03-15 06:30:00+00:00,BUY,B,7/10,9650.58000,9643.54124,9657.61876,9662.31127,2026-03-15 06:50:00+00:00,9657.61876,TP1,7.04
2026-03-15 06:50:00+00:00,BUY,B,7/10,9658.77000,9651.75970,9665.78030,9670.45383,2026-03-15 07:05:00+00:00,9670.45383,TP2,11.68
2026-03-15 08:15:00+00:00,BUY,A,8/10,9669.58000,9663.01441,9676.14559,9680.52265,2026-03-15 08:25:00+00:00,9676.14559,TP1,6.57
2026-03-15 08:35:00+00:00,BUY,B,7/10,9674.31000,9667.58953,9681.03047,9685.51078,2026-03-15 08:50:00+00:00,9667.58953,SL,-6.72
2026-03-15 08:55:00+00:00,BUY,B,7/10,9664.58000,9657.82044,9671.33956,9675.84594,2026-03-15 09:25:00+00:00,9657.82044,SL,-6.76
2026-03-15 09:25:00+00:00,BUY,B,7/10,9660.16000,9653.46389,9666.85611,9671.32018,2026-03-15 10:25:00+00:00,9653.46389,SL,-6.70
2026-03-15 13:15:00+00:00,SELL,B,7/10,9641.44000,9648.33091,9634.54909,9629.95515,2026-03-15 13:40:00+00:00,9648.33091,SL,-6.89
2026-03-15 19:50:00+00:00,SELL,A,8/10,9640.09000,9646.47386,9633.70614,9629.45024,2026-03-15 20:00:00+00:00,9633.70614,TP1,6.38
2026-03-15 20:10:00+00:00,SELL,B,7/10,9633.87000,9640.59532,9627.14468,9622.66113,2026-03-15 20:50:00+00:00,9640.59532,SL,-6.73
2026-03-15 20:50:00+00:00,SELL,B,7/10,9640.98000,9647.45397,9634.50603,9630.19005,2026-03-15 21:10:00+00:00,9634.50603,TP1,6.47
2026-03-16 01:35:00+00:00,BUY,B,7/10,9630.45000,9622.90992,9637.99008,9643.01679,2026-03-16 02:00:00+00:00,9622.90992,SL,-7.54
2026-03-16 04:15:00+00:00,SELL,B,7/10,9602.60000,9609.66193,9595.53807,9590.83012,2026-03-16 04:45:00+00:00,9609.66193,SL,-7.06
2026-03-16 04:45:00+00:00,SELL,A,8/10,9610.36000,9617.14333,9603.57667,9599.05445,2026-03-16 05:20:00+00:00,9617.14333,SL,-6.78
