BACKTEST SUMMARY
Pair,1HZ75V
Period,2026-03-12 19:35:00+00:00 to 2026-03-16 06:45:00+00:00
Total Signals,17
Win Rate,41.2%
Profit Factor,0.78
Total PnL (pips),-32.80

TRADES
Entry Time,Direction,Grade,Score,Entry,SL,TP1,TP2,Exit Time,Exit Price,Exit Reason,PnL (pips)
2026-03-13 16:45:00+00:00,BUY,B,7/10,3978.03000,3957.56473,3998.49527,4012.13878,2026-03-13 17:00:00+00:00,3957.56473,SL,-20.47
2026-03-13 17:05:00+00:00,BUY,B,7/10,3950.72000,3930.99138,3970.44862,3983.60103,2026-03-13 17:15:00+00:00,3970.44862,TP1,19.73
2026-03-13 18:10:00+00:00,BUY,B,7/10,3986.93000,3967.25366,4006.60634,4019.72390,2026-03-13 18:20:00+00:00,4006.60634,TP1,19.68
2026-03-13 18:45:00+00:00,BUY,B,7/10,3998.31000,3978.71131,4017.90869,4030.97449,2026-03-13 19:05:00+00:00,3978.71131,SL,-19.60
2026-03-13 19:10:00+00:00,BUY,B,7/10,3966.98000,3945.74773,3988.21227,4002.36712,2026-03-13 19:25:00+00:00,3945.74773,SL,-21.23
2026-03-13 19:30:00+00:00,BUY,B,7/10,3945.45000,3925.01671,3965.88329,3979.50549,2026-03-13 19:50:00+00:00,3925.01671,SL,-20.43
2026-03-14 00:30:00+00:00,SELL,B,7/10,3853.18000,3874.75433,3831.60567,3817.22279,2026-03-14 01:30:00+00:00,3874.75433,SL,-21.57
2026-03-14 05:55:00+00:00,BUY,A,8/10,4033.79000,4012.23851,4055.34149,4069.70914,2026-03-14 06:10:00+00:00,4012.23851,SL,-21.55
2026-03-14 06:15:00+00:00,BUY,B,7/10,4033.22000,4011.16828,4055.27172,4069.97287,2026-03-14 06:30:00+00:00,4011.16828,SL,-22.05
2026-03-14 06:45:00+00:00,BUY,B,7/10,4021.83000,4000.57936,4043.08064,4057.24773,2026-03-14 06:55:00+00:00,4043.08064,TP1,21.25
2026-03-14 07:05:00+00:00,BUY,B,7/10,4030.00000,4008.61182,4051.38818,4065.64697,2026-03-14 07:15:00+00:00,4051.38818,TP1,21.39
2026-03-14 07:40:00+00:00,BUY,B,7/10,4041.38000,4018.54580,4064.21420,4079.43700,2026-03-14 08:10:00+00:00,4064.21420,TP1,22.83
2026-03-14 09:25:00+00:00,BUY,B,7/10,4044.53000,4022.76017,4066.29983,4080.81305,2026-03-14 09:50:00+00:00,4022.76017,SL,-21.77
2026-03-15 08:00:00+00:00,BUY,B,7/10,4168.94000,4146.39203,4191.48797,4206.51995,2026-03-15 08:20:00+00:00,4191.48797,TP1,22.55
2026-03-15 08:50:00+00:00,BUY,B,7/10,4179.65000,4155.67281,4203.62719,4219.61198,2026-03-15 09:45:00+00:00,4155.67281,SL,-23.98
2026-03-15 14:45:00+00:00,BUY,B,7/10,4182.09000,4160.20326,4203.97674,4218.56791,2026-03-15 15:20:00+00:00,4203.97674,TP1,21.89
2026-03-16 06:40:00+00:00,SELL,A+,9/10,4078.36000,4098.28282,4058.43718,4045.15531,2026-03-16 06:45:00+00:00,4067.82000,OPEN,10.54
