BACKTEST SUMMARY
Pair,R_100
Period,2025-09-30 00:00:00+00:00 to 2026-03-15 08:00:00+00:00
Total Signals,68
Win Rate,52.9%
Profit Factor,1.19
Total PnL (pips),232.05

TRADES
Entry Time,Direction,Grade,Score,Entry,SL,TP1,TP2,Exit Time,Exit Price,Exit Reason,PnL (pips)
2025-11-08 12:00:00+00:00,SELL,B,6/9,858.32000,898.68074,817.95926,791.05209,2025-11-09 08:00:00+00:00,898.68074,SL,-40.36
2025-11-09 12:00:00+00:00,SELL,B,6/9,878.20000,920.67680,835.72320,807.40533,2025-11-10 08:00:00+00:00,835.72320,TP1,42.48
2025-11-10 16:00:00+00:00,SELL,B,6/9,853.97000,895.71903,812.22097,784.38828,2025-11-11 00:00:00+00:00,812.22097,TP1,41.75
2025-11-11 20:00:00+00:00,SELL,B,6/9,836.73000,875.78650,797.67350,771.63583,2025-11-12 08:00:00+00:00,797.67350,TP1,39.06
2025-11-12 12:00:00+00:00,SELL,B,6/9,819.84000,859.31828,780.36172,754.04286,2025-11-13 12:00:00+00:00,859.31828,SL,-39.48
2025-11-15 04:00:00+00:00,SELL,B,6/9,897.71000,938.14808,857.27192,830.31320,2025-11-15 12:00:00+00:00,857.27192,TP1,40.44
2025-11-17 08:00:00+00:00,SELL,B,6/9,882.48000,927.45991,837.50009,807.51348,2025-11-19 00:00:00+00:00,927.45991,SL,-44.98
2025-11-19 20:00:00+00:00,SELL,A,7/9,897.21000,939.59458,854.82542,826.56903,2025-11-20 12:00:00+00:00,854.82542,TP1,42.38
2025-11-26 16:00:00+00:00,SELL,B,6/9,795.43000,836.45884,754.40116,727.04861,2025-11-27 08:00:00+00:00,754.40116,TP1,41.03
2025-11-28 16:00:00+00:00,SELL,B,6/9,756.33000,793.96840,718.69160,693.59933,2025-11-29 08:00:00+00:00,718.69160,TP1,37.64
2025-11-29 08:00:00+00:00,SELL,B,6/9,703.66000,741.67571,665.64429,640.30049,2025-11-29 20:00:00+00:00,665.64429,TP1,38.02
2025-11-30 00:00:00+00:00,SELL,B,6/9,677.79000,714.10629,641.47371,617.26284,2025-11-30 08:00:00+00:00,641.47371,TP1,36.32
2025-11-30 16:00:00+00:00,SELL,B,6/9,650.25000,685.90364,614.59636,590.82726,2025-12-01 08:00:00+00:00,614.59636,TP1,35.65
2025-12-01 08:00:00+00:00,SELL,B,6/9,611.47000,646.65534,576.28466,552.82776,2025-12-02 12:00:00+00:00,646.65534,SL,-35.19
2025-12-02 12:00:00+00:00,SELL,B,6/9,639.07000,674.02551,604.11449,580.81081,2025-12-03 16:00:00+00:00,674.02551,SL,-34.96
2025-12-03 16:00:00+00:00,SELL,B,6/9,673.14000,707.71650,638.56350,615.51250,2025-12-04 16:00:00+00:00,707.71650,SL,-34.58
2025-12-04 16:00:00+00:00,SELL,B,6/9,703.60000,738.64581,668.55419,645.19031,2025-12-06 08:00:00+00:00,668.55419,TP1,35.05
2025-12-08 04:00:00+00:00,SELL,B,6/9,665.95000,698.20550,633.69450,612.19083,2025-12-08 20:00:00+00:00,633.69450,TP1,32.26
2025-12-09 00:00:00+00:00,SELL,B,6/9,657.91000,690.66605,625.15395,603.31659,2025-12-09 08:00:00+00:00,625.15395,TP1,32.76
2025-12-09 16:00:00+00:00,SELL,B,6/9,614.82000,647.55710,582.08290,560.25816,2025-12-10 00:00:00+00:00,582.08290,TP1,32.74
2025-12-10 08:00:00+00:00,SELL,B,6/9,605.84000,640.40976,571.27024,548.22374,2025-12-11 20:00:00+00:00,571.27024,TP1,34.57
2025-12-11 20:00:00+00:00,SELL,B,6/9,560.19000,593.31268,527.06732,504.98553,2025-12-13 04:00:00+00:00,527.06732,TP1,33.12
2025-12-13 04:00:00+00:00,SELL,B,6/9,518.94000,548.70279,489.17721,469.33535,2025-12-14 20:00:00+00:00,548.70279,SL,-29.76
2025-12-14 20:00:00+00:00,SELL,A,7/9,547.36000,572.86503,521.85497,504.85162,2025-12-15 08:00:00+00:00,572.86503,SL,-25.51
2025-12-15 12:00:00+00:00,SELL,A,7/9,561.16000,586.85908,535.46092,518.32819,2025-12-16 00:00:00+00:00,586.85908,SL,-25.70
2025-12-16 04:00:00+00:00,SELL,B,6/9,606.70000,633.85119,579.54881,561.44802,2025-12-16 12:00:00+00:00,633.85119,SL,-27.15
2025-12-18 12:00:00+00:00,SELL,B,6/9,620.96000,649.67083,592.24917,573.10862,2025-12-21 08:00:00+00:00,649.67083,SL,-28.71
2025-12-22 20:00:00+00:00,SELL,B,6/9,634.83000,663.00430,606.65570,587.87284,2025-12-23 04:00:00+00:00,663.00430,SL,-28.17
2025-12-25 16:00:00+00:00,BUY,B,6/9,826.58000,790.34248,862.81752,886.97587,2025-12-26 00:00:00+00:00,790.34248,SL,-36.24
2025-12-26 08:00:00+00:00,BUY,B,6/9,805.15000,765.44277,844.85723,871.32872,2025-12-27 00:00:00+00:00,765.44277,SL,-39.71
2025-12-27 00:00:00+00:00,BUY,A,7/9,761.79000,721.27124,802.30876,829.32127,2025-12-27 20:00:00+00:00,721.27124,SL,-40.52
2025-12-27 20:00:00+00:00,BUY,B,6/9,722.60000,682.67340,762.52660,789.14434,2025-12-28 16:00:00+00:00,682.67340,SL,-39.93
2026-01-01 20:00:00+00:00,BUY,A,7/9,710.32000,671.78264,748.85736,774.54893,2026-01-03 00:00:00+00:00,748.85736,TP1,38.54
2026-01-03 20:00:00+00:00,BUY,B,6/9,775.14000,738.05745,812.22255,836.94425,2026-01-05 08:00:00+00:00,738.05745,SL,-37.08
2026-01-05 08:00:00+00:00,BUY,A,7/9,742.27000,702.24088,782.29912,808.98520,2026-01-06 08:00:00+00:00,782.29912,TP1,40.03
2026-01-06 12:00:00+00:00,BUY,B,6/9,775.96000,737.24006,814.67994,840.49324,2026-01-09 00:00:00+00:00,814.67994,TP1,38.72
2026-01-09 12:00:00+00:00,BUY,B,6/9,886.14000,844.48910,927.79090,955.55817,2026-01-10 12:00:00+00:00,927.79090,TP1,41.65
2026-01-10 12:00:00+00:00,BUY,B,6/9,929.77000,888.32671,971.21329,998.84215,2026-01-10 20:00:00+00:00,888.32671,SL,-41.44
2026-01-11 04:00:00+00:00,BUY,B,6/9,943.70000,897.64302,989.75698,1020.46163,2026-01-12 00:00:00+00:00,989.75698,TP1,46.06
2026-01-12 00:00:00+00:00,BUY,B,6/9,996.78000,950.34682,1043.21318,1074.16863,2026-01-12 08:00:00+00:00,1043.21318,TP1,46.43
2026-01-12 16:00:00+00:00,BUY,B,6/9,1069.88000,1021.79904,1117.96096,1150.01493,2026-01-15 04:00:00+00:00,1021.79904,SL,-48.08
2026-01-15 04:00:00+00:00,BUY,B,6/9,1046.20000,999.06213,1093.33787,1124.76312,2026-01-15 16:00:00+00:00,999.06213,SL,-47.14
2026-01-15 20:00:00+00:00,BUY,A,7/9,1030.57000,980.73383,1080.40617,1113.63028,2026-01-16 08:00:00+00:00,1080.40617,TP1,49.84
2026-01-16 12:00:00+00:00,BUY,B,6/9,1084.44000,1035.62282,1133.25718,1165.80196,2026-01-17 00:00:00+00:00,1133.25718,TP1,48.82
2026-01-17 04:00:00+00:00,BUY,B,6/9,1133.73000,1084.56876,1182.89124,1215.66539,2026-01-18 00:00:00+00:00,1084.56876,SL,-49.16
2026-01-18 00:00:00+00:00,BUY,B,6/9,1109.73000,1061.43461,1158.02539,1190.22232,2026-01-18 12:00:00+00:00,1061.43461,SL,-48.30
2026-01-18 16:00:00+00:00,BUY,A,7/9,1071.13000,1018.57351,1123.68649,1158.72416,2026-01-19 20:00:00+00:00,1123.68649,TP1,52.56
2026-01-19 20:00:00+00:00,BUY,B,6/9,1119.27000,1067.40393,1171.13607,1205.71344,2026-01-20 08:00:00+00:00,1067.40393,SL,-51.87
2026-01-20 12:00:00+00:00,BUY,B,6/9,1071.24000,1021.48585,1120.99415,1154.16359,2026-01-21 16:00:00+00:00,1120.99415,TP1,49.75
2026-01-22 00:00:00+00:00,BUY,B,6/9,1086.32000,1033.90538,1138.73462,1173.67770,2026-01-24 00:00:00+00:00,1138.73462,TP1,52.41
2026-01-25 20:00:00+00:00,BUY,B,6/9,1108.16000,1052.23417,1164.08583,1201.36971,2026-01-26 04:00:00+00:00,1052.23417,SL,-55.93
2026-01-26 12:00:00+00:00,BUY,B,6/9,1124.74000,1064.55360,1184.92640,1225.05067,2026-02-01 08:00:00+00:00,1064.55360,SL,-60.19
2026-02-16 20:00:00+00:00,SELL,B,6/9,868.57000,921.35578,815.78422,780.59370,2026-02-18 04:00:00+00:00,815.78422,TP1,52.79
