BACKTEST SUMMARY
Pair,R_75
Period,2025-09-30 00:00:00+00:00 to 2026-03-15 08:00:00+00:00
Total Signals,37
Win Rate,51.4%
Profit Factor,1.14
Total PnL (pips),4774.61

TRADES
Entry Time,Direction,Grade,Entry,SL,TP1,TP2,Exit Time,Exit Price,Exit Reason,PnL (pips)
2026-01-07 04:00:00+00:00,SELL,A+,42426.13730,44665.79067,40186.48393,37946.83056,2026-01-08 08:00:00+00:00,40186.48393,TP1,2239.65
2026-01-08 08:00:00+00:00,SELL,A+,40793.59660,42836.61712,38750.57608,36707.55557,2026-01-10 00:00:00+00:00,38750.57608,TP1,2043.02
2026-01-11 04:00:00+00:00,SELL,A+,38812.93650,40790.97269,36834.90031,34856.86412,2026-01-11 16:00:00+00:00,40790.97269,SL,-1978.04
2026-01-12 04:00:00+00:00,SELL,A+,40669.78870,42795.53974,38544.03766,36418.28663,2026-01-16 04:00:00+00:00,42795.53974,SL,-2125.75
2026-01-19 00:00:00+00:00,SELL,A+,38868.69070,40900.59121,36836.79019,34804.88968,2026-01-20 12:00:00+00:00,36836.79019,TP1,2031.90
2026-01-28 20:00:00+00:00,SELL,A+,26850.08100,28413.95581,25286.20619,23722.33137,2026-01-29 16:00:00+00:00,25286.20619,TP1,1563.87
2026-01-29 20:00:00+00:00,SELL,A+,26210.40780,27706.80734,24714.00826,23217.60871,2026-02-02 00:00:00+00:00,27706.80734,SL,-1496.40
2026-02-02 00:00:00+00:00,SELL,A+,27701.62190,29254.25530,26148.98850,24596.35510,2026-02-07 20:00:00+00:00,26148.98850,TP1,1552.63
2026-02-08 08:00:00+00:00,SELL,A+,26120.69500,27348.07247,24893.31753,23665.94006,2026-02-09 08:00:00+00:00,27348.07247,SL,-1227.38
2026-02-09 08:00:00+00:00,SELL,A+,27150.25630,28376.48967,25924.02293,24697.78957,2026-02-10 12:00:00+00:00,25924.02293,TP1,1226.23
2026-02-10 12:00:00+00:00,SELL,A+,26118.67100,27422.22060,24815.12140,23511.57180,2026-02-11 08:00:00+00:00,24815.12140,TP1,1303.55
2026-02-11 12:00:00+00:00,SELL,A+,25660.74880,27020.48324,24301.01436,22941.27991,2026-02-13 16:00:00+00:00,27020.48324,SL,-1359.73
2026-02-13 16:00:00+00:00,SELL,A+,26888.86430,28208.06996,25569.65864,24250.45298,2026-02-17 04:00:00+00:00,28208.06996,SL,-1319.21
2026-02-23 00:00:00+00:00,BUY,A+,33615.94010,31824.57969,35407.30051,37198.66092,2026-02-23 20:00:00+00:00,35407.30051,TP1,1791.36
2026-02-24 16:00:00+00:00,BUY,A+,34968.29470,33281.90160,36654.68780,38341.08091,2026-02-26 08:00:00+00:00,36654.68780,TP1,1686.39
2026-02-27 12:00:00+00:00,BUY,A+,36585.24030,34790.69736,38379.78324,40174.32617,2026-02-28 16:00:00+00:00,34790.69736,SL,-1794.54
2026-02-28 16:00:00+00:00,BUY,A+,35364.85710,33581.59758,37148.11662,38931.37614,2026-03-01 12:00:00+00:00,33581.59758,SL,-1783.26
2026-03-11 16:00:00+00:00,BUY,A+,34590.81420,32960.61087,36221.01753,37851.22086,2026-03-13 20:00:00+00:00,36221.01753,TP1,1630.20
2026-03-14 20:00:00+00:00,BUY,A+,36100.79920,34383.82053,37817.77787,39534.75654,2026-03-15 08:00:00+00:00,36227.03160,OPEN,126.23
