BACKTEST SUMMARY
Pair,R_25
Period,2025-09-30 00:00:00+00:00 to 2026-03-15 08:00:00+00:00
Total Signals,37
Win Rate,51.4%
Profit Factor,1.17
Total PnL (pips),92.31

TRADES
Entry Time,Direction,Grade,Entry,SL,TP1,TP2,Exit Time,Exit Price,Exit Reason,PnL (pips)
2026-01-31 16:00:00+00:00,BUY,A+,2621.78900,2582.42830,2661.14970,2687.39017,2026-02-02 12:00:00+00:00,2661.14970,TP1,39.36
2026-02-02 16:00:00+00:00,BUY,A+,2652.23200,2618.25337,2686.21063,2708.86305,2026-02-03 12:00:00+00:00,2618.25337,SL,-33.98
2026-02-03 20:00:00+00:00,BUY,A+,2634.09500,2599.16639,2669.02361,2692.30935,2026-02-05 00:00:00+00:00,2669.02361,TP1,34.93
2026-02-06 08:00:00+00:00,BUY,A+,2677.12300,2644.08391,2710.16209,2732.18815,2026-02-07 04:00:00+00:00,2710.16209,TP1,33.04
2026-02-08 04:00:00+00:00,BUY,A+,2696.13400,2662.62489,2729.64311,2751.98251,2026-02-08 12:00:00+00:00,2662.62489,SL,-33.51
2026-02-08 20:00:00+00:00,BUY,A+,2667.57400,2632.03204,2703.11596,2726.81061,2026-02-09 08:00:00+00:00,2632.03204,SL,-35.54
2026-02-15 08:00:00+00:00,BUY,A+,2798.46500,2763.48210,2833.44790,2856.76983,2026-02-16 04:00:00+00:00,2833.44790,TP1,34.98
2026-02-16 04:00:00+00:00,BUY,A+,2811.20700,2776.79604,2845.61796,2868.55859,2026-02-16 16:00:00+00:00,2776.79604,SL,-34.41
2026-02-16 20:00:00+00:00,BUY,A+,2799.87100,2765.94655,2833.79545,2856.41174,2026-02-17 04:00:00+00:00,2833.79545,TP1,33.92
2026-02-17 12:00:00+00:00,BUY,A+,2811.03000,2776.49802,2845.56198,2868.58330,2026-02-18 20:00:00+00:00,2776.49802,SL,-34.53
2026-02-19 00:00:00+00:00,BUY,A+,2797.60600,2760.23376,2834.97824,2859.89306,2026-02-19 08:00:00+00:00,2859.89306,TP2,62.29
2026-02-21 00:00:00+00:00,BUY,A+,2870.14100,2830.53706,2909.74494,2936.14757,2026-02-22 08:00:00+00:00,2830.53706,SL,-39.60
2026-02-26 08:00:00+00:00,BUY,A+,2862.46700,2826.32290,2898.61110,2922.70716,2026-02-28 20:00:00+00:00,2898.61110,TP1,36.14
2026-03-02 08:00:00+00:00,BUY,A+,2911.21400,2873.29462,2949.13338,2974.41297,2026-03-03 16:00:00+00:00,2873.29462,SL,-37.92
2026-03-12 16:00:00+00:00,BUY,A+,2965.61300,2926.69263,3004.53337,3030.48029,2026-03-13 04:00:00+00:00,2926.69263,SL,-38.92
2026-03-13 20:00:00+00:00,BUY,A+,2938.84300,2901.88787,2975.79813,3000.43488,2026-03-14 12:00:00+00:00,2975.79813,TP1,36.96
2026-03-15 04:00:00+00:00,BUY,A+,2967.20400,2928.17227,3006.23573,3032.25689,2026-03-15 08:00:00+00:00,2963.74100,OPEN,-3.46
