BACKTEST SUMMARY
Pair,R_75
Period,2025-10-01 00:00:00+00:00 to 2026-03-16 08:00:00+00:00
Total Signals,40
Win Rate,47.5%
Profit Factor,0.68
Total PnL (pips),-13283.14

TRADES
Entry Time,Direction,Grade,Score,Entry,SL,TP1,TP2,Exit Time,Exit Price,Exit Reason,PnL (pips)
2025-11-04 12:00:00+00:00,SELL,B,7/12,42058.26720,44676.10003,40094.89258,38785.97616,2025-11-04 20:00:00+00:00,44676.10003,SL,-2617.83
2025-11-05 04:00:00+00:00,SELL,B,7/12,43500.25830,46144.54005,41517.04699,40194.90611,2025-11-06 04:00:00+00:00,46144.54005,SL,-2644.28
2025-11-06 08:00:00+00:00,SELL,A,9/12,45108.11300,47650.68223,43201.18608,41929.90147,2025-11-08 00:00:00+00:00,43201.18608,TP1,1906.93
2025-11-09 04:00:00+00:00,SELL,B,7/12,43470.14640,45684.97107,41809.02790,40701.61556,2025-11-10 04:00:00+00:00,41809.02790,TP1,1661.12
2025-11-10 04:00:00+00:00,SELL,B,8/12,41758.28030,43886.41166,40162.18178,39098.11610,2025-11-11 04:00:00+00:00,43886.41166,SL,-2128.13
2025-11-11 04:00:00+00:00,SELL,B,7/12,43937.74190,46089.56121,42323.87741,41247.96776,2025-11-12 00:00:00+00:00,46089.56121,SL,-2151.82
2025-11-12 00:00:00+00:00,SELL,B,7/12,46210.63520,48430.21836,44545.94783,43436.15625,2025-11-12 12:00:00+00:00,44545.94783,TP1,1664.69
2025-11-14 16:00:00+00:00,SELL,B,7/12,43377.20860,45638.67387,41681.10965,40550.37701,2025-11-15 08:00:00+00:00,45638.67387,SL,-2261.47
2025-11-16 12:00:00+00:00,SELL,B,8/12,46389.66520,48965.34984,44457.90172,43170.05940,2025-11-17 04:00:00+00:00,44457.90172,TP1,1931.76
2025-11-22 16:00:00+00:00,SELL,B,7/12,38209.83240,40266.63352,36667.23156,35638.83100,2025-11-23 04:00:00+00:00,36667.23156,TP1,1542.60
2025-11-25 08:00:00+00:00,SELL,B,7/12,37433.77990,39379.33869,35974.61080,35001.83141,2025-11-26 00:00:00+00:00,35974.61080,TP1,1459.17
2025-11-26 00:00:00+00:00,SELL,B,8/12,36025.60250,37988.78354,34553.21672,33571.62620,2025-11-27 20:00:00+00:00,37988.78354,SL,-1963.18
2025-11-28 00:00:00+00:00,SELL,A,9/12,39722.49040,41657.51656,38271.22078,37303.70770,2025-11-29 20:00:00+00:00,41657.51656,SL,-1935.03
2025-11-30 16:00:00+00:00,SELL,B,7/12,42720.60670,44752.75448,41196.49586,40180.42197,2025-12-01 12:00:00+00:00,44752.75448,SL,-2032.15
2025-12-07 16:00:00+00:00,BUY,B,7/12,44548.69390,42273.68801,46254.94832,47392.45126,2025-12-08 20:00:00+00:00,42273.68801,SL,-2275.01
2025-12-18 12:00:00+00:00,BUY,B,7/12,46716.60750,44266.71819,48554.02448,49778.96913,2025-12-21 04:00:00+00:00,44266.71819,SL,-2449.89
2025-12-23 20:00:00+00:00,SELL,B,8/12,42589.08820,44674.68413,41024.89125,39982.09329,2025-12-24 12:00:00+00:00,41024.89125,TP1,1564.20
2025-12-25 00:00:00+00:00,SELL,B,7/12,42558.63730,44600.16646,41027.49043,40006.72585,2025-12-25 04:00:00+00:00,41027.49043,TP1,1531.15
2025-12-29 08:00:00+00:00,SELL,B,7/12,43006.96060,45496.47036,41139.82828,39895.07340,2025-12-30 16:00:00+00:00,45496.47036,SL,-2489.51
2025-12-31 04:00:00+00:00,SELL,B,8/12,44217.92920,46579.38098,42446.84036,41266.11447,2025-12-31 20:00:00+00:00,42446.84036,TP1,1771.09
2026-01-03 16:00:00+00:00,SELL,A,10/12,43124.52760,45367.79795,41442.07484,40320.43966,2026-01-05 00:00:00+00:00,41442.07484,TP1,1682.45
2026-01-06 12:00:00+00:00,SELL,B,7/12,40270.58010,42477.25348,38615.57506,37512.23837,2026-01-07 04:00:00+00:00,42477.25348,SL,-2206.67
2026-01-11 08:00:00+00:00,SELL,B,7/12,39302.10100,41260.06575,37833.62744,36854.64507,2026-01-11 20:00:00+00:00,41260.06575,SL,-1957.96
2026-01-12 00:00:00+00:00,SELL,B,7/12,41347.46840,43397.12058,39810.22927,38785.40318,2026-01-13 00:00:00+00:00,39810.22927,TP1,1537.24
2026-01-25 12:00:00+00:00,SELL,B,7/12,29737.21220,31436.13794,28463.01789,27613.55502,2026-01-25 20:00:00+00:00,28463.01789,TP1,1274.19
2026-01-28 16:00:00+00:00,SELL,B,7/12,26326.26660,27885.91289,25156.53188,24376.70874,2026-01-29 16:00:00+00:00,25156.53188,TP1,1169.73
2026-01-30 00:00:00+00:00,SELL,B,7/12,26984.99210,28497.86628,25850.33647,25093.89938,2026-01-31 08:00:00+00:00,25850.33647,TP1,1134.66
2026-01-31 12:00:00+00:00,SELL,B,7/12,27112.27120,28661.99212,25949.98051,25175.12004,2026-02-01 08:00:00+00:00,25949.98051,TP1,1162.29
2026-02-22 08:00:00+00:00,BUY,B,8/12,34540.20530,32740.75362,35889.79406,36789.51990,2026-02-23 20:00:00+00:00,35889.79406,TP1,1349.59
2026-02-24 12:00:00+00:00,BUY,B,7/12,35435.87190,33742.67673,36705.76828,37552.36587,2026-02-26 08:00:00+00:00,36705.76828,TP1,1269.90
2026-02-27 16:00:00+00:00,BUY,B,7/12,37156.76340,35337.64802,38521.09994,39430.65763,2026-02-28 12:00:00+00:00,35337.64802,SL,-1819.12
2026-02-28 16:00:00+00:00,BUY,B,7/12,35364.85710,33581.59758,36702.30174,37593.93150,2026-03-01 12:00:00+00:00,33581.59758,SL,-1783.26
2026-03-01 12:00:00+00:00,BUY,B,7/12,33829.87120,32031.35414,35178.75900,36078.01753,2026-03-03 00:00:00+00:00,35178.75900,TP1,1348.89
2026-03-03 16:00:00+00:00,BUY,B,7/12,35771.55740,34049.83415,37062.84984,37923.71146,2026-03-05 00:00:00+00:00,34049.83415,SL,-1721.72
2026-03-05 04:00:00+00:00,BUY,B,7/12,33154.34120,31454.97936,34428.86258,35278.54350,2026-03-05 12:00:00+00:00,31454.97936,SL,-1699.36
2026-03-05 20:00:00+00:00,BUY,B,8/12,33478.77610,31592.10434,34893.77992,35837.11580,2026-03-08 20:00:00+00:00,31592.10434,SL,-1886.67
2026-03-08 20:00:00+00:00,SELL,B,7/12,31503.31840,33125.52314,30286.66485,29475.56248,2026-03-09 16:00:00+00:00,33125.52314,SL,-1622.20
2026-03-10 04:00:00+00:00,SELL,B,7/12,33300.19420,35009.71056,32018.05693,31163.29875,2026-03-11 04:00:00+00:00,35009.71056,SL,-1709.52
2026-03-15 04:00:00+00:00,BUY,B,7/12,35610.07030,33897.32414,36894.62992,37751.00300,2026-03-15 12:00:00+00:00,36894.62992,TP1,1284.56
