BACKTEST SUMMARY
Pair,R_25
Period,2025-09-30 00:00:00+00:00 to 2026-03-15 08:00:00+00:00
Total Signals,52
Win Rate,50.0%
Profit Factor,1.05
Total PnL (pips),16.00

TRADES
Entry Time,Direction,Grade,Entry,SL,TP1,TP2,Exit Time,Exit Price,Exit Reason,PnL (pips)
2026-01-08 04:00:00+00:00,SELL,A+,2385.26300,2415.74648,2354.77952,2324.29605,2026-01-10 12:00:00+00:00,2354.77952,TP1,30.48
2026-01-11 00:00:00+00:00,SELL,A+,2359.57100,2390.09639,2329.04561,2298.52022,2026-01-12 12:00:00+00:00,2390.09639,SL,-30.53
2026-01-12 12:00:00+00:00,SELL,A+,2389.79300,2419.45219,2360.13381,2330.47462,2026-01-14 00:00:00+00:00,2360.13381,TP1,29.66
2026-01-14 00:00:00+00:00,SELL,A+,2357.65700,2386.08501,2329.22899,2300.80098,2026-01-14 12:00:00+00:00,2329.22899,TP1,28.43
2026-01-14 16:00:00+00:00,SELL,A+,2354.53500,2386.95828,2322.11172,2289.68844,2026-01-16 16:00:00+00:00,2386.95828,SL,-32.42
2026-01-17 00:00:00+00:00,SELL,A+,2385.71700,2416.18847,2355.24553,2324.77407,2026-01-18 00:00:00+00:00,2416.18847,SL,-30.47
2026-01-22 04:00:00+00:00,BUY,A+,2494.32000,2459.37681,2529.26319,2564.20637,2026-01-23 12:00:00+00:00,2529.26319,TP1,34.94
2026-01-23 12:00:00+00:00,BUY,A+,2520.62200,2486.65748,2554.58652,2588.55104,2026-01-23 20:00:00+00:00,2486.65748,SL,-33.96
2026-01-24 04:00:00+00:00,BUY,A+,2487.48600,2452.52167,2522.45033,2557.41466,2026-01-26 04:00:00+00:00,2522.45033,TP1,34.96
2026-01-30 04:00:00+00:00,BUY,A+,2643.33800,2605.21883,2681.45717,2719.57635,2026-01-30 12:00:00+00:00,2681.45717,TP1,38.12
2026-01-30 20:00:00+00:00,BUY,A+,2661.23600,2622.31518,2700.15682,2739.07764,2026-01-31 12:00:00+00:00,2622.31518,SL,-38.92
2026-01-31 12:00:00+00:00,BUY,A+,2613.37100,2573.76655,2652.97545,2692.57990,2026-02-02 08:00:00+00:00,2652.97545,TP1,39.60
2026-02-02 08:00:00+00:00,BUY,A+,2653.86000,2619.41565,2688.30435,2722.74869,2026-02-03 12:00:00+00:00,2619.41565,SL,-34.44
2026-02-03 12:00:00+00:00,BUY,A+,2614.29100,2580.18962,2648.39238,2682.49376,2026-02-04 00:00:00+00:00,2648.39238,TP1,34.10
2026-02-04 04:00:00+00:00,BUY,A+,2659.59600,2624.62984,2694.56216,2729.52831,2026-02-05 12:00:00+00:00,2694.56216,TP1,34.97
2026-02-06 04:00:00+00:00,BUY,A+,2697.03000,2665.31390,2728.74610,2760.46219,2026-02-06 20:00:00+00:00,2665.31390,SL,-31.72
2026-02-06 20:00:00+00:00,BUY,A+,2671.36400,2640.10403,2702.62397,2733.88395,2026-02-07 04:00:00+00:00,2702.62397,TP1,31.26
2026-02-07 16:00:00+00:00,BUY,A+,2710.35900,2677.32109,2743.39691,2776.43481,2026-02-08 08:00:00+00:00,2677.32109,SL,-33.04
2026-02-08 08:00:00+00:00,BUY,A+,2679.96600,2646.20290,2713.72910,2747.49220,2026-02-09 04:00:00+00:00,2646.20290,SL,-33.76
2026-02-09 04:00:00+00:00,BUY,A+,2647.92700,2612.05069,2683.80331,2719.67962,2026-02-11 00:00:00+00:00,2683.80331,TP1,35.88
2026-02-15 08:00:00+00:00,BUY,A+,2798.46500,2763.48210,2833.44790,2868.43080,2026-02-16 04:00:00+00:00,2833.44790,TP1,34.98
2026-02-16 04:00:00+00:00,BUY,A+,2811.20700,2776.79604,2845.61796,2880.02891,2026-02-16 16:00:00+00:00,2776.79604,SL,-34.41
2026-02-16 20:00:00+00:00,BUY,A+,2799.87100,2765.94655,2833.79545,2867.71989,2026-02-17 04:00:00+00:00,2833.79545,TP1,33.92
2026-02-17 12:00:00+00:00,BUY,A+,2811.03000,2776.49802,2845.56198,2880.09395,2026-02-18 20:00:00+00:00,2776.49802,SL,-34.53
2026-02-18 20:00:00+00:00,BUY,A+,2780.12200,2743.83844,2816.40556,2852.68913,2026-02-19 04:00:00+00:00,2816.40556,TP1,36.28
2026-02-20 20:00:00+00:00,BUY,A+,2880.45100,2840.00975,2920.89225,2961.33349,2026-02-22 04:00:00+00:00,2840.00975,SL,-40.44
2026-02-22 04:00:00+00:00,BUY,A+,2835.62800,2796.71721,2874.53879,2913.44957,2026-02-23 20:00:00+00:00,2874.53879,TP1,38.91
2026-02-26 08:00:00+00:00,BUY,A+,2862.46700,2826.32290,2898.61110,2934.75519,2026-02-28 20:00:00+00:00,2898.61110,TP1,36.14
2026-02-28 20:00:00+00:00,BUY,A+,2886.80500,2852.67961,2920.93039,2955.05578,2026-03-01 04:00:00+00:00,2920.93039,TP1,34.13
2026-03-02 00:00:00+00:00,BUY,A+,2932.51200,2893.70234,2971.32166,3010.13133,2026-03-02 16:00:00+00:00,2893.70234,SL,-38.81
2026-03-02 16:00:00+00:00,BUY,A+,2900.05800,2861.97101,2938.14499,2976.23199,2026-03-03 20:00:00+00:00,2861.97101,SL,-38.09
2026-03-03 20:00:00+00:00,BUY,A+,2861.92000,2823.75291,2900.08709,2938.25419,2026-03-04 20:00:00+00:00,2823.75291,SL,-38.17
2026-03-12 08:00:00+00:00,BUY,A+,2986.05800,2947.32182,3024.79418,3063.53036,2026-03-12 20:00:00+00:00,2947.32182,SL,-38.74
2026-03-13 00:00:00+00:00,BUY,A+,2947.95300,2909.79316,2986.11284,3024.27268,2026-03-14 12:00:00+00:00,2986.11284,TP1,38.16
2026-03-15 00:00:00+00:00,BUY,A+,2986.75600,2948.14644,3025.36556,3063.97512,2026-03-15 08:00:00+00:00,2963.74100,OPEN,-23.01
