BACKTEST SUMMARY
Pair,R_75
Period,2026-02-02 07:00:00+00:00 to 2026-03-15 21:00:00+00:00
Total Signals,13
Win Rate,46.2%
Profit Factor,0.62
Total PnL (pips),-2296.97

TRADES
Entry Time,Direction,Grade,Score,Entry,SL,TP1,TP2,Exit Time,Exit Price,Exit Reason,PnL (pips)
2026-02-16 17:00:00+00:00,BUY,A,7/9,27660.71170,26978.30633,28172.51572,28513.71841,2026-02-17 07:00:00+00:00,28172.51572,TP1,511.80
2026-02-17 20:00:00+00:00,BUY,A,7/9,28342.26510,27648.72172,28862.42263,29209.19432,2026-02-18 08:00:00+00:00,28862.42263,TP1,520.16
2026-02-21 20:00:00+00:00,BUY,A,7/9,35084.34360,34174.21822,35766.93764,36222.00033,2026-02-22 07:00:00+00:00,34174.21822,SL,-910.13
2026-02-26 21:00:00+00:00,BUY,A,7/9,36572.72260,35630.69382,37279.24419,37750.25858,2026-02-26 23:00:00+00:00,37279.24419,TP1,706.52
2026-02-27 02:00:00+00:00,BUY,A,7/9,36532.13740,35529.80584,37283.88607,37785.05185,2026-02-27 04:00:00+00:00,37283.88607,TP1,751.75
2026-03-04 03:00:00+00:00,BUY,A,7/9,35406.92440,34492.18416,36092.97958,36550.34971,2026-03-04 19:00:00+00:00,34492.18416,SL,-914.74
2026-03-09 10:00:00+00:00,SELL,A,7/9,31729.59500,32522.60374,31134.83844,30738.33407,2026-03-09 15:00:00+00:00,32522.60374,SL,-793.01
2026-03-10 05:00:00+00:00,SELL,A,7/9,33209.54170,34066.47507,32566.84167,32138.37499,2026-03-11 02:00:00+00:00,34066.47507,SL,-856.93
2026-03-11 18:00:00+00:00,BUY,A,7/9,34551.39540,33741.14694,35159.08174,35564.20597,2026-03-12 01:00:00+00:00,35159.08174,TP1,607.69
2026-03-12 03:00:00+00:00,BUY,A,7/9,34906.20700,34110.05705,35503.31946,35901.39444,2026-03-12 10:00:00+00:00,34110.05705,SL,-796.15
2026-03-12 13:00:00+00:00,BUY,A+,8/9,34496.68890,33692.35399,35099.94008,35502.10754,2026-03-12 17:00:00+00:00,33692.35399,SL,-804.33
2026-03-14 18:00:00+00:00,BUY,A,7/9,36162.11130,35282.01576,36822.18295,37262.23072,2026-03-14 19:00:00+00:00,36822.18295,TP1,660.07
2026-03-14 22:00:00+00:00,BUY,A,7/9,36371.44530,35391.78095,37106.19356,37596.02573,2026-03-15 06:00:00+00:00,35391.78095,SL,-979.66
