BACKTEST SUMMARY
Pair,R_10
Period,2026-02-06 21:00:00+00:00 to 2026-03-20 11:00:00+00:00
Total Signals,20
Win Rate,55.0%
Profit Factor,2.47
Total PnL (pips),115.70

TRADES
Entry Time,Direction,Grade,Score,Entry,SL,TP1,TP2,Exit Time,Exit Price,Exit Reason,PnL (pips)
2026-02-15 12:00:00+00:00,SELL,B,8/12,5214.12300,5223.61917,5195.13066,5185.63449,2026-02-16 04:00:00+00:00,5195.13066,TP1,18.99
2026-02-16 06:00:00+00:00,SELL,B,8/12,5191.12900,5199.69959,5173.98783,5165.41724,2026-02-16 09:00:00+00:00,5199.69959,SL,-8.57
2026-02-16 11:00:00+00:00,SELL,B,8/12,5194.36500,5202.74193,5177.61114,5169.23422,2026-02-16 15:00:00+00:00,5177.61114,TP1,16.75
2026-02-16 18:00:00+00:00,SELL,B,8/12,5160.21800,5169.05880,5142.53640,5133.69559,2026-02-16 20:00:00+00:00,5169.05880,SL,-8.84
2026-02-17 00:00:00+00:00,SELL,B,8/12,5159.69400,5169.14997,5140.78206,5131.32609,2026-02-17 13:00:00+00:00,5140.78206,TP1,18.91
2026-02-17 14:00:00+00:00,SELL,B,8/12,5147.98800,5157.94965,5128.06470,5118.10305,2026-02-17 18:00:00+00:00,5128.06470,TP1,19.92
2026-02-18 01:00:00+00:00,SELL,B,8/12,5132.14900,5141.73920,5112.96861,5103.37841,2026-02-18 20:00:00+00:00,5141.73920,SL,-9.59
2026-02-18 20:00:00+00:00,SELL,B,8/12,5149.44000,5159.48980,5129.34040,5119.29060,2026-02-18 22:00:00+00:00,5159.48980,SL,-10.05
2026-02-19 00:00:00+00:00,SELL,B,8/12,5159.55500,5168.95584,5140.75331,5131.35247,2026-02-19 14:00:00+00:00,5140.75331,TP1,18.80
2026-02-21 00:00:00+00:00,SELL,B,8/12,5099.99400,5108.06245,5083.85710,5075.78865,2026-02-21 05:00:00+00:00,5083.85710,TP1,16.14
2026-02-21 09:00:00+00:00,SELL,B,8/12,5088.99100,5096.87015,5073.23269,5065.35354,2026-02-21 16:00:00+00:00,5096.87015,SL,-7.88
2026-02-21 16:00:00+00:00,SELL,B,8/12,5101.30600,5109.20913,5085.49974,5077.59661,2026-02-21 18:00:00+00:00,5085.49974,TP1,15.81
2026-02-22 02:00:00+00:00,SELL,B,8/12,5061.13700,5069.21655,5044.97790,5036.89835,2026-02-22 18:00:00+00:00,5069.21655,SL,-8.08
2026-02-22 18:00:00+00:00,SELL,B,8/12,5068.34200,5077.20296,5050.62009,5041.75913,2026-02-23 06:00:00+00:00,5050.62009,TP1,17.72
2026-02-23 16:00:00+00:00,SELL,B,8/12,5081.30100,5089.79957,5064.30385,5055.80528,2026-02-23 20:00:00+00:00,5064.30385,TP1,17.00
2026-02-24 18:00:00+00:00,SELL,B,8/12,5041.87700,5049.49090,5026.64921,5019.03531,2026-02-24 23:00:00+00:00,5049.49090,SL,-7.61
2026-02-24 23:00:00+00:00,SELL,B,9/12,5044.29600,5052.26017,5028.36766,5020.40350,2026-02-25 03:00:00+00:00,5028.36766,TP1,15.93
2026-02-25 07:00:00+00:00,SELL,B,10/12,5049.86000,5059.20975,5031.16050,5021.81076,2026-02-25 21:00:00+00:00,5031.16050,TP1,18.70
2026-03-15 01:00:00+00:00,SELL,B,8/12,5095.40100,5104.74920,5076.70460,5067.35640,2026-03-15 07:00:00+00:00,5104.74920,SL,-9.35
2026-03-16 11:00:00+00:00,SELL,B,8/12,5108.76100,5117.75879,5090.76541,5081.76762,2026-03-16 12:00:00+00:00,5117.75879,SL,-9.00
